test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
EPG5	EPG5	-	chr18:43427573-43547305	undifferentiated	differentiated	OK	1.72453	0.791297	-1.12391	2.90182	0.00370999	0.0169429	yes
EPGN	EPGN	-	chr4:75174186-75182520	undifferentiated	differentiated	NOTEST	0.0189956	0.0298937	0.65418	-0.177391	0.859201	1	no
EPHA1	EPHA1	-	chr7:143078359-143220540	undifferentiated	differentiated	NOTEST	0	0.00641298	1.79769e+308	1.79769e+308	0.434579	1	no
EPHA1-AS1	EPHA1-AS1	-	chr7:143078359-143220540	undifferentiated	differentiated	NOTEST	0.00563148	0.0871947	3.95266	-0.910525	0.362546	1	no
EPHA10	EPHA10	-	chr1:38181645-38230824	undifferentiated	differentiated	NOTEST	0.148843	0.310252	1.05965	-0.708121	0.47887	1	no
EPHA2	EPHA2	-	chr1:16450831-16482582	undifferentiated	differentiated	OK	1.63486	0.77391	-1.07893	1.87197	0.0612111	0.142307	no
EPHA3	EPHA3	-	chr3:89156673-89531284	undifferentiated	differentiated	NOTEST	0	0.0227754	1.79769e+308	1.79769e+308	0.121744	1	no
EPHA4	EPHA4	-	chr2:222282746-222437010	undifferentiated	differentiated	NOTEST	0	0.0116469	1.79769e+308	1.79769e+308	0.144777	1	no
EPHA5	EPHA5	-	chr4:66185280-66535653	undifferentiated	differentiated	NOTEST	0	0.0181964	1.79769e+308	1.79769e+308	0.123897	1	no
EPHA6	EPHA6	-	chr3:96533424-97467786	undifferentiated	differentiated	OK	1.25935	1.15273	-0.127616	0.239484	0.81073	0.881917	no
EPHA7	EPHA7	-	chr6:93949739-94129300	undifferentiated	differentiated	NOTEST	0.00420443	0.0239238	2.50846	-0.943784	0.34528	1	no
EPHA8	EPHA8	-	chr1:22890003-22930087	undifferentiated	differentiated	OK	1.41879	0.252645	-2.48948	2.41402	0.0157776	0.0514763	no
EPHB1	EPHB1	-	chr3:134514098-134979307	undifferentiated	differentiated	NOTEST	0.0308145	0	-1.79769e+308	-1.79769e+308	0.125038	1	no
EPHB2	EPHB2	-	chr1:23037330-23241823	undifferentiated	differentiated	OK	10.5994	5.03805	-1.07305	3.5968	0.000322155	0.00260202	yes
EPHB3	EPHB3	-	chr3:184279586-184300196	undifferentiated	differentiated	OK	0.525727	0.710176	0.433864	-0.621929	0.533988	0.672851	no
EPHB4	EPHB4	-	chr7:100400186-100425143	undifferentiated	differentiated	OK	5.69118	1.87501	-1.60183	3.7873	0.000152294	0.0014015	yes
EPHB6	EPHB6	-	chr7:142552791-142568847	undifferentiated	differentiated	NOTEST	0	0.0864762	1.79769e+308	1.79769e+308	0.045877	1	no
EPHX1	EPHX1	-	chr1:225997796-226070420	undifferentiated	differentiated	OK	1.30946	1.21081	-0.112992	0.151727	0.879402	0.926929	no
EPHX2	EPHX2	-	chr8:27348518-27402439	undifferentiated	differentiated	OK	4.68336	4.60452	-0.0244939	0.0615504	0.950921	0.972636	no
EPHX3	EPHX3	-	chr19:15337729-15343858	undifferentiated	differentiated	NOTEST	0.0174541	0.0130036	-0.42465	0.0744917	0.940619	1	no
EPHX4	EPHX4	-	chr1:92495532-92529093	undifferentiated	differentiated	OK	0.663551	0.208475	-1.67033	1.48338	0.137973	0.256119	no
EPM2A	EPM2A	-	chr6:145946439-146285233	undifferentiated	differentiated	OK	3.28059	2.57798	-0.347718	0.50137	0.616111	0.741417	no
EPM2AIP1	EPM2AIP1	-	chr3:37027356-37034795	undifferentiated	differentiated	OK	8.5521	4.01215	-1.0919	3.67642	0.000236525	0.00201188	yes
EPN1	EPN1	-	chr19:56186560-56207133	undifferentiated	differentiated	OK	15.1782	12.7519	-0.251282	0.749616	0.453486	0.604491	no
EPN2	EPN2	-	chr17:19140689-19240028	undifferentiated	differentiated	OK	4.93764	3.91293	-0.335573	0.949854	0.342187	0.497832	no
EPN2-AS1	EPN2-AS1	-	chr17:19140689-19240028	undifferentiated	differentiated	NOTEST	0.135725	0.0347773	-1.96446	0.338133	0.735263	1	no
EPN2-IT1	EPN2-IT1	-	chr17:19140689-19240028	undifferentiated	differentiated	NOTEST	0.239639	0	-1.79769e+308	-1.79769e+308	0.219908	1	no
EPN3	EPN3	-	chr17:48610047-48621111	undifferentiated	differentiated	NOTEST	0.0568776	0.142052	1.32049	-0.974929	0.329596	1	no
EPO	EPO	-	chr7:100318422-100321323	undifferentiated	differentiated	NOTEST	0	0.0181801	1.79769e+308	1.79769e+308	0.259466	1	no
EPOR	EPOR	-	chr19:11487880-11495018	undifferentiated	differentiated	OK	3.21732	3.77591	0.230968	-0.440912	0.659277	0.775371	no
EPPIN	EPPIN	-	chr20:44162835-44176065	undifferentiated	differentiated	NOTEST	0	0.0344382	1.79769e+308	1.79769e+308	0.260581	1	no
EPPIN-WFDC6	EPPIN-WFDC6	-	chr20:44162835-44176065	undifferentiated	differentiated	NOTEST	0	0.0285927	1.79769e+308	1.79769e+308	0.223213	1	no
EPPK1	EPPK1	-	chr8:144939911-144947434	undifferentiated	differentiated	NOTEST	0.0593309	0.241733	2.02656	-1.98377	0.0472814	1	no
EPRS	EPRS	-	chr1:220046618-220321383	undifferentiated	differentiated	OK	67.3174	31.532	-1.09416	4.15987	0.0000318431	0.000397186	yes
EPS15	EPS15	-	chr1:51819934-51984995	undifferentiated	differentiated	OK	14.4715	14.1958	-0.0277502	0.0990636	0.921088	0.95362	no
EPS15L1	EPS15L1	-	chr19:16466054-16582823	undifferentiated	differentiated	OK	2.01588	1.3709	-0.55629	0.8671	0.385887	0.541416	no
EPS8	EPS8	-	chr12:15773074-15942510	undifferentiated	differentiated	OK	1.86917	0.832588	-1.16673	2.29185	0.0219145	0.0659286	no
EPS8L1	EPS8L1	-	chr19:55587220-55599291	undifferentiated	differentiated	OK	1.41958	2.95042	1.05546	-1.81816	0.0690401	0.155349	no
EPS8L2	EPS8L2	-	chr11:706119-727727	undifferentiated	differentiated	NOTEST	0.0738477	0.354841	2.26455	-1.88896	0.0588968	1	no
EPS8L3	EPS8L3	-	chr1:110292701-110306644	undifferentiated	differentiated	NOTEST	0	0.00952023	1.79769e+308	1.79769e+308	0.314355	1	no
EPSTI1	EPSTI1	-	chr13:43460523-43566407	undifferentiated	differentiated	NOTEST	0	0.0451677	1.79769e+308	1.79769e+308	0.109705	1	no
EPT1	EPT1	-	chr2:26531040-26618759	undifferentiated	differentiated	OK	22.025	9.90158	-1.15341	4.58441	0.00000455281	0.0000814545	yes
EPX	EPX	-	chr17:56270088-56282535	undifferentiated	differentiated	NOTEST	0.0324829	0.00807343	-2.00843	0.706558	0.479841	1	no
EPYC	EPYC	-	chr12:91357455-91398803	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
EQTN	EQTN	-	chr9:27284653-27297137	undifferentiated	differentiated	NOTEST	0.0840859	0.0181751	-2.2099	0.487062	0.626214	1	no
ERAL1	ERAL1	-	chr17:27182042-27188072	undifferentiated	differentiated	OK	12.9467	7.01111	-0.884864	2.49221	0.0126951	0.0435641	yes
ERAP1	ERAP1	-	chr5:95997740-96149848	undifferentiated	differentiated	OK	2.06682	1.43476	-0.526606	0.585451	0.558244	0.693209	no
ERAP2	ERAP2	-	chr5:96211643-96255406	undifferentiated	differentiated	NOTEST	0.0152383	0.0281448	0.885167	-0.465108	0.641854	1	no
ERAS	ERAS	-	chrX:48687282-48688548	undifferentiated	differentiated	NOTEST	0.0205535	0	-1.79769e+308	-1.79769e+308	0.276832	1	no
ERBB2	ERBB2	-	chr17:37844392-37884915	undifferentiated	differentiated	OK	0.851913	0.731006	-0.220823	0.378502	0.705058	0.80959	no
ERBB2IP	ERBB2IP	-	chr5:65222381-65376851	undifferentiated	differentiated	OK	21.2833	9.86135	-1.10986	4.04501	0.0000523218	0.000593135	yes
ERBB3	ERBB3	-	chr12:56473808-56497291	undifferentiated	differentiated	NOTEST	0.17944	0.352911	0.9758	-0.569797	0.568816	1	no
ERBB4	ERBB4	-	chr2:212240441-213403352	undifferentiated	differentiated	OK	0.379362	0.505542	0.414255	-0.816517	0.414204	0.569169	no
ERC1	ERC1	-	chr12:1100403-1605099	undifferentiated	differentiated	OK	7.39966	5.90015	-0.326708	1.19057	0.233823	0.377429	no
ERC2	ERC2	-	chr3:55542335-56502391	undifferentiated	differentiated	OK	1.90779	2.60296	0.448255	-1.30057	0.193406	0.329923	no
ERC2-IT1	ERC2-IT1	-	chr3:55542335-56502391	undifferentiated	differentiated	NOTEST	0.0229751	0.134647	2.55103	-0.718376	0.472526	1	no
ERCC1	ERCC1	-	chr19:45882891-45927177	undifferentiated	differentiated	OK	28.3132	12.838	-1.14105	3.24436	0.00117715	0.00711288	yes
ERCC2	ERCC2	-	chr19:45843997-45873845	undifferentiated	differentiated	OK	5.09334	3.82108	-0.414634	0.908774	0.363469	0.519531	no
ERCC3	ERCC3	-	chr2:128014865-128051752	undifferentiated	differentiated	OK	24.8225	12.8022	-0.955254	3.45344	0.000553488	0.00396321	yes
ERCC4	ERCC4	-	chr16:14014013-14046205	undifferentiated	differentiated	OK	3.25853	2.5414	-0.358598	1.07488	0.282428	0.432557	no
ERCC5	ERCC5	-	chr13:103436630-103528351	undifferentiated	differentiated	OK	15.6001	10.5318	-0.566803	1.72233	0.08501	0.180912	no
ERCC6	ERCC6	-	chr10:50664490-50747147	undifferentiated	differentiated	OK	2.75122	2.74539	-0.00306018	0.00949481	0.992424	0.995109	no
ERCC6L	ERCC6L	-	chrX:71401525-71483814	undifferentiated	differentiated	OK	5.85797	1.71224	-1.77452	2.89722	0.00376484	0.0171507	yes
ERCC6L2	ERCC6L2	-	chr9:98568369-98731122	undifferentiated	differentiated	OK	4.31756	2.6493	-0.704609	1.71759	0.0858716	0.182482	no
ERCC8	ERCC8	-	chr5:60169658-60240905	undifferentiated	differentiated	OK	6.47044	3.54338	-0.868739	1.92538	0.0541816	0.129829	no
EREG	EREG	-	chr4:75230859-75254477	undifferentiated	differentiated	NOTEST	0	0.00639936	1.79769e+308	1.79769e+308	0.220743	1	no
ERF	ERF	-	chr19:42751716-42759309	undifferentiated	differentiated	OK	4.57204	2.96408	-0.625252	1.3858	0.165807	0.294467	no
ERG	ERG	-	chr21:39739182-40033704	undifferentiated	differentiated	NOTEST	0	0.0242471	1.79769e+308	1.79769e+308	0.139553	1	no
ERGIC1	ERGIC1	-	chr5:172261222-172379688	undifferentiated	differentiated	OK	48.4853	34.3646	-0.496623	2.04692	0.0406658	0.10452	no
ERGIC2	ERGIC2	-	chr12:29493578-29534143	undifferentiated	differentiated	OK	23.3083	16.4874	-0.499479	1.71928	0.0855636	0.18192	no
ERGIC3	ERGIC3	-	chr20:34129777-34145405	undifferentiated	differentiated	OK	72.1131	56.2785	-0.357678	1.29372	0.195764	0.332856	no
ERH	ERH	-	chr14:69846839-69865021	undifferentiated	differentiated	OK	396.827	208.655	-0.927389	3.98242	0.0000682157	0.00073494	yes
ERI1	ERI1	-	chr8:8860313-8890849	undifferentiated	differentiated	OK	8.84001	4.52505	-0.966116	3.00861	0.00262449	0.0130511	yes
ERI2	ERI2	-	chr16:20775311-20860990	undifferentiated	differentiated	OK	7.48125	3.01561	-1.31083	2.91105	0.00360221	0.0165808	yes
ERI3	ERI3	-	chr1:44686741-44820939	undifferentiated	differentiated	OK	13.5212	7.89788	-0.775685	2.16329	0.030519	0.0844452	no
ERICH1	ERICH1	-	chr8:614199-681226	undifferentiated	differentiated	OK	9.59964	8.65556	-0.149353	0.481964	0.629831	0.751573	no
ERLEC1	ERLEC1	-	chr2:53897116-54087170	undifferentiated	differentiated	OK	23.1475	23.6446	0.0306555	-0.106421	0.915248	0.950108	no
ERLIN1	ERLIN1	-	chr10:101909846-101945814	undifferentiated	differentiated	OK	12.5784	4.33069	-1.53827	4.57831	0.00000468756	0.0000829387	yes
ERLIN2	ERLIN2	-	chr8:37594096-37615319	undifferentiated	differentiated	OK	10.4627	6.10134	-0.778052	2.0139	0.0440199	0.110959	no
ERMAP	ERMAP	-	chr1:43272722-43310660	undifferentiated	differentiated	OK	1.62796	0.865624	-0.911255	0.945348	0.344481	0.500034	no
ERMN	ERMN	-	chr2:158175124-158184146	undifferentiated	differentiated	NOTEST	0	0.0462394	1.79769e+308	1.79769e+308	0.143244	1	no
ERMP1	ERMP1	-	chr9:5784571-5833081	undifferentiated	differentiated	OK	1.91304	0.970866	-0.978524	1.95144	0.051005	0.123933	no
ERN1	ERN1	-	chr17:62120389-62207502	undifferentiated	differentiated	OK	1.00477	0.910092	-0.142777	0.252505	0.800651	0.875936	no
ERN2	ERN2	-	chr16:23690200-23724821	undifferentiated	differentiated	NOTEST	0.0060543	0.0159152	1.39437	-0.199862	0.841589	1	no
ERO1L	ERO1L	-	chr14:53108604-53162419	undifferentiated	differentiated	OK	40.5557	23.9206	-0.761649	3.06339	0.00218844	0.0113636	yes
ERO1LB	ERO1LB	-	chr1:236378421-236445339	undifferentiated	differentiated	OK	0.868959	0.879252	0.0169883	-0.0309228	0.975331	0.986767	no
ERP27	ERP27	-	chr12:15066975-15091463	undifferentiated	differentiated	NOTEST	0	0.0182579	1.79769e+308	1.79769e+308	0.220743	1	no
ERP29	ERP29	-	chr12:112451151-112461024	undifferentiated	differentiated	OK	69.1115	62.972	-0.134215	0.548448	0.583384	0.715689	no
ERP44	ERP44	-	chr9:102741462-102861330	undifferentiated	differentiated	OK	7.23378	5.76376	-0.327741	1.12327	0.261324	0.40875	no
ERRFI1	ERRFI1	-	chr1:8071778-8086393	undifferentiated	differentiated	OK	2.92827	1.64106	-0.835419	1.71509	0.0863282	0.18308	no
ERV3-1	ERV3-1	-	chr7:64434829-64467124	undifferentiated	differentiated	OK	2.53308	2.37026	-0.0958526	0.176131	0.860191	0.914444	no
ERVFRD-1	ERVFRD-1	-	chr6:11094265-11138969	undifferentiated	differentiated	NOTEST	0.198242	0.0975343	-1.02328	0.409411	0.682238	1	no
ERVK13-1	ERVK13-1	-	chr16:2708389-2723440	undifferentiated	differentiated	OK	0.759768	0.560972	-0.437628	0.856576	0.391679	0.546657	no
ERVMER34-1	ERVMER34-1	-	chr4:53609683-53617807	undifferentiated	differentiated	NOTEST	0.118554	0.104665	-0.179763	0.12393	0.90137	1	no
ERVV-1	ERVV-1	-	chr19:53517343-53519833	undifferentiated	differentiated	NOTEST	0.0743008	0.130562	0.813288	-0.556614	0.577791	1	no
ERVV-2	ERVV-2	-	chr19:53547990-53554380	undifferentiated	differentiated	NOTEST	0.0192992	0.108999	2.4977	-1.13244	0.257448	1	no
ESAM	ESAM	-	chr11:124623018-124632223	undifferentiated	differentiated	NOTEST	0.107346	0.103393	-0.0541231	0.0358383	0.971411	1	no
ESCO1	ESCO1	-	chr18:19109261-19180693	undifferentiated	differentiated	OK	16.0508	13.3327	-0.267677	1.06284	0.287856	0.438673	no
ESCO2	ESCO2	-	chr8:27632057-27662424	undifferentiated	differentiated	OK	10.9809	3.53838	-1.63383	4.55577	0.0000052195	0.000089989	yes
ESD	ESD	-	chr13:47345390-47371367	undifferentiated	differentiated	OK	28.2116	19.3114	-0.54684	1.73566	0.082624	0.177217	no
ESF1	ESF1	-	chr20:13694968-13765532	undifferentiated	differentiated	OK	16.7867	7.4914	-1.16402	4.18656	0.0000283211	0.000363885	yes
ESM1	ESM1	-	chr5:54273694-54281414	undifferentiated	differentiated	NOTEST	0.0277123	0.041923	0.597213	-0.211759	0.832295	1	no
ESPL1	ESPL1	-	chr12:53662082-53687427	undifferentiated	differentiated	OK	3.72236	1.12117	-1.73121	4.18447	0.0000285829	0.000365993	yes
ESPN	ESPN	-	chr1:6484847-6521004	undifferentiated	differentiated	NOTEST	0.00778876	0.0216458	1.47462	-0.416478	0.677061	1	no
ESPNL	ESPNL	-	chr2:239008950-239041928	undifferentiated	differentiated	NOTEST	0.0502392	0.0765979	0.60849	-0.41661	0.676964	1	no
ESPNP	ESPNP	-	chr1:17017712-17046652	undifferentiated	differentiated	NOTEST	0.0171793	0	-1.79769e+308	-1.79769e+308	0.276832	1	no
ESR1	ESR1	-	chr6:152011630-152424408	undifferentiated	differentiated	NOTEST	0	0.0280347	1.79769e+308	1.79769e+308	0.118327	1	no
ESR2	ESR2	-	chr14:64693750-64805268	undifferentiated	differentiated	NOTEST	0.140535	0.174944	0.315962	-0.179951	0.857191	1	no
ESRG	ESRG	-	chr3:54156692-55108584	undifferentiated	differentiated	NOTEST	0.0756214	0.329909	2.1252	-1.14205	0.253433	1	no
ESRP1	ESRP1	-	chr8:95653363-95719694	undifferentiated	differentiated	NOTEST	0.0220475	0.0479016	1.11946	-0.496275	0.6197	1	no
ESRP2	ESRP2	-	chr16:68119268-68270136	undifferentiated	differentiated	OK	1.21766	0.551486	-1.14272	1.07162	0.283891	0.434174	no
ESRRA	ESRRA	-	chr11:64073043-64085033	undifferentiated	differentiated	OK	7.2986	3.75905	-0.957251	0.848565	0.396123	0.55096	no
ESRRB	ESRRB	-	chr14:76837689-76968180	undifferentiated	differentiated	NOTEST	0	0.00721461	1.79769e+308	1.79769e+308	0.259466	1	no
ESRRG	ESRRG	-	chr1:216676587-217311097	undifferentiated	differentiated	OK	37.6631	4.18215	-3.17084	8.90642	0	0	yes
ESX1	ESX1	-	chrX:103494718-103499599	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ESYT1	ESYT1	-	chr12:56521985-56538460	undifferentiated	differentiated	OK	17.7517	14.6297	-0.279057	1.07586	0.28199	0.431989	no
ESYT2	ESYT2	-	chr7:158523688-158622319	undifferentiated	differentiated	OK	8.40877	7.33796	-0.196517	0.715027	0.474593	0.623926	no
ESYT3	ESYT3	-	chr3:138153414-138197256	undifferentiated	differentiated	NOTEST	0.0337034	0.0474543	0.493643	-0.306781	0.75901	1	no
ETAA1	ETAA1	-	chr2:67624441-67637533	undifferentiated	differentiated	OK	17.99	11.8887	-0.597602	2.22259	0.0262433	0.0752409	no
ETF1	ETF1	-	chr5:137841781-137878989	undifferentiated	differentiated	OK	48.0019	23.6241	-1.02283	4.19039	0.0000278481	0.000358526	yes
ETFA	ETFA	-	chr15:76508628-76603810	undifferentiated	differentiated	OK	52.2825	36.312	-0.525879	1.90002	0.0574311	0.135561	no
ETFB	ETFB	-	chr19:51848408-51869672	undifferentiated	differentiated	OK	18.3861	5.54516	-1.72932	3.40783	0.000654828	0.00451715	yes
ETFDH	ETFDH	-	chr4:159593276-159629841	undifferentiated	differentiated	OK	7.38302	6.75346	-0.128584	0.367627	0.713152	0.816615	no
ETHE1	ETHE1	-	chr19:44010870-44031396	undifferentiated	differentiated	OK	7.87445	5.10309	-0.625807	1.13542	0.256197	0.402933	no
ETNK1	ETNK1	-	chr12:22778075-22843608	undifferentiated	differentiated	OK	12.4837	6.27199	-0.993048	1.60708	0.108037	0.214768	no
ETNK2	ETNK2	-	chr1:204100189-204121307	undifferentiated	differentiated	OK	3.57222	7.64593	1.09787	-2.91646	0.00354029	0.0163663	yes
ETS1	ETS1	-	chr11:128328655-128457453	undifferentiated	differentiated	OK	1.23153	1.88741	0.615963	-1.43539	0.151175	0.274844	no
ETS2	ETS2	-	chr21:40177230-40196878	undifferentiated	differentiated	OK	3.73283	2.16966	-0.782803	1.92981	0.0536305	0.12887	no
ETV1	ETV1	-	chr7:13930855-14031050	undifferentiated	differentiated	OK	5.80967	4.58093	-0.342815	1.04695	0.295125	0.446926	no
ETV2	ETV2	-	chr19:36132646-36135773	undifferentiated	differentiated	NOTEST	0.228959	0.229925	0.00607504	-0.00398788	0.996818	1	no
ETV3	ETV3	-	chr1:157094458-157108383	undifferentiated	differentiated	OK	5.29926	3.39069	-0.644214	1.39864	0.161921	0.28937	no
ETV3L	ETV3L	-	chr1:157061834-157069600	undifferentiated	differentiated	NOTEST	0.0438058	0.0352333	-0.314182	0.160757	0.872285	1	no
ETV4	ETV4	-	chr17:41605210-41623800	undifferentiated	differentiated	OK	6.53633	4.77651	-0.452523	1.03737	0.299563	0.452151	no
ETV5	ETV5	-	chr3:185764105-185826901	undifferentiated	differentiated	OK	9.74462	9.74814	0.000520788	-0.001849	0.998525	0.999071	no
ETV6	ETV6	-	chr12:11802787-12079107	undifferentiated	differentiated	OK	1.97005	1.29519	-0.605069	1.44755	0.147743	0.269676	no
ETV7	ETV7	-	chr6:36321997-36355577	undifferentiated	differentiated	NOTEST	0.0433869	0	-1.79769e+308	-1.79769e+308	0.312124	1	no
EVC	EVC	-	chr4:5712923-5816031	undifferentiated	differentiated	OK	1.3259	1.04229	-0.347217	0.843407	0.399001	0.55388	no
EVC2	EVC2	-	chr4:5564145-5711275	undifferentiated	differentiated	NOTEST	0.256818	0.294676	0.198385	-0.254571	0.799054	1	no
EVI2A	EVI2A	-	chr17:29421944-29704695	undifferentiated	differentiated	NOTEST	0.211471	0.221448	0.0665037	-0.0241794	0.98071	1	no
EVI2B	EVI2B	-	chr17:29421944-29704695	undifferentiated	differentiated	NOTEST	0.207383	0.165007	-0.32977	0.0844841	0.932672	1	no
EVI5	EVI5	-	chr1:92974252-93257961	undifferentiated	differentiated	OK	4.23418	3.64976	-0.21428	0.709843	0.477801	0.62628	no
EVI5L	EVI5L	-	chr19:7895160-7929862	undifferentiated	differentiated	OK	2.79093	2.40554	-0.214389	0.464215	0.642494	0.761646	no
EVL	EVL	-	chr14:100531750-100610573	undifferentiated	differentiated	OK	8.56433	8.82554	0.0433452	-0.127647	0.898429	0.939193	no
EVPL	EVPL	-	chr17:74002926-74023507	undifferentiated	differentiated	NOTEST	0	0.0111993	1.79769e+308	1.79769e+308	0.140388	1	no
EVPLL	EVPLL	-	chr17:18281078-18292960	undifferentiated	differentiated	NOTEST	0	0.0113868	1.79769e+308	1.79769e+308	0.259466	1	no
EVX1	EVX1	-	chr7:27282163-27286192	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
EVX2	EVX2	-	chr2:176944834-176948690	undifferentiated	differentiated	NOTEST	0	0.11375	1.79769e+308	1.79769e+308	0.149918	1	no
EWSR1	EWSR1	-	chr22:29663997-29696515	undifferentiated	differentiated	OK	76.4767	32.7641	-1.22291	4.66272	0.00000312056	0.0000602023	yes
EXD1	EXD1	-	chr15:41474930-41522895	undifferentiated	differentiated	NOTEST	0.0554762	0.0371372	-0.579005	0.315678	0.752247	1	no
EXD2	EXD2	-	chr14:69658193-69710737	undifferentiated	differentiated	OK	7.05862	5.64165	-0.323269	0.974637	0.32974	0.483569	no
EXD3	EXD3	-	chr9:140201347-140317714	undifferentiated	differentiated	OK	0.0584977	0.471613	3.01115	-2.12741	0.033386	0.0902457	no
EXO1	EXO1	-	chr1:242011492-242053241	undifferentiated	differentiated	OK	60.0476	16.7771	-1.83961	6.92636	0.0000000000043181	0.000000000601249	yes
EXOC1	EXOC1	-	chr4:56719815-56771244	undifferentiated	differentiated	OK	22.4036	15.9581	-0.489448	1.81996	0.0687648	0.15486	no
EXOC2	EXOC2	-	chr6:485137-693141	undifferentiated	differentiated	OK	9.0459	7.12449	-0.344477	1.17494	0.240019	0.384583	no
EXOC3	EXOC3	-	chr5:443333-467409	undifferentiated	differentiated	OK	7.39056	5.08732	-0.53878	1.56381	0.117863	0.228303	no
EXOC3L1	EXOC3L1	-	chr16:67218281-67224107	undifferentiated	differentiated	NOTEST	0.0431352	0.0164081	-1.39446	0.616426	0.537614	1	no
EXOC3L2	EXOC3L2	-	chr19:45715878-45737469	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
EXOC3L4	EXOC3L4	-	chr14:103566480-103576894	undifferentiated	differentiated	NOTEST	0	0.0102688	1.79769e+308	1.79769e+308	0.264755	1	no
EXOC4	EXOC4	-	chr7:132937822-133750513	undifferentiated	differentiated	OK	48.5426	31.0603	-0.644179	2.33323	0.0196363	0.060744	no
EXOC5	EXOC5	-	chr14:57669193-57756797	undifferentiated	differentiated	OK	15.8559	10.6494	-0.574242	2.19663	0.0280466	0.0790315	no
EXOC6	EXOC6	-	chr10:94594469-94819251	undifferentiated	differentiated	OK	10.2553	6.98467	-0.554099	1.63427	0.102202	0.206821	no
EXOC6B	EXOC6B	-	chr2:72406443-73053177	undifferentiated	differentiated	OK	8.06857	15.8776	0.976605	-3.46785	0.000524638	0.00381609	yes
EXOC7	EXOC7	-	chr17:74075262-74099868	undifferentiated	differentiated	OK	43.7683	29.2196	-0.58295	2.5136	0.0119505	0.0415654	yes
EXOC8	EXOC8	-	chr1:231468481-231473578	undifferentiated	differentiated	OK	4.2888	3.39869	-0.335596	1.00735	0.313766	0.467257	no
EXOG	EXOG	-	chr3:38537762-38567796	undifferentiated	differentiated	OK	0.550294	0.817784	0.571516	-0.747498	0.454763	0.605877	no
